X,Y
0.071748879,92.91338583
0.071748879,70.86614173
0.089686099,55.11811024
0.143497758,37.79527559
0.215246637,25.98425197
0.340807175,15.35433071
0.609865471,7.480314961
0.986547085,-1.181102362
