X,Y
-5.083333333333332,-36.30952380952385
-6.055555555555555,-33.928571428571445
-7.055555555555555,-33.33333333333337
-8.083333333333332,-34.523809523809575
-9.055555555555555,-52.38095238095241
-10.027777777777777,-110.11904761904765
-11.055555555555555,-110.71428571428572
-11.999999999999998,-111.30952380952385
